id,numeroRNT,vencimientoRNT,registroSuperTur,categoria,direccion,horaApertura,horaCierre,tiempoMinimo,gananciaAnioActual,gananciaAnioCorrido
_bcorteisfj,2069974987,2023-08-07,397-16-6657,VECINOS,7 Pine View Park,6:26,0:40,14,3153,58682
_mgutmanar,2233200918,2023-08-27,431-67-2267,VECINOS,11 Merry Pass,2:30,14:51,1,47333,91913
_glukinsou,9039090521,2020-05-02,150-95-3537,VECINOS,061 5th Junction,8:02,20:19,25,90751,62555
_cjoyson4i,9450979804,2020-09-16,100-47-9184,HOSTAL,3 Arapahoe Center,2:48,9:29,30,65132,55509
_rrowantreeol,5703365996,2021-10-21,584-95-6320,VIVIENDA_U,2816 Kennedy Center,3:43,12:46,8,28920,66882
_arasenf,1061596729,2023-11-20,790-97-9251,P_NATURAL,9 Dexter Plaza,21:56,4:19,15,34568,50949
_ddyde8h,2046456599,2021-08-29,715-42-5070,P_NATURAL,8205 Hooker Way,17:26,11:58,5,47543,25222
_bkewardcu,8768999038,2024-09-13,386-87-9031,APARTAMENTO,18 Thompson Park,16:54,16:45,19,48635,72224
_levershed6e,5112976233,2024-08-03,737-45-4361,HOSTAL,2506 Dahle Terrace,10:41,11:48,30,79558,72167
_ebecken6c,1919670092,2022-09-11,653-78-1386,HOTEL,6464 Transport Parkway,14:02,1:27,23,52765,72836
_swintringhambz,7439285085,2022-09-07,677-75-1186,APARTAMENTO,727 Prentice Lane,1:27,21:11,13,74973,35743
_tnightingalegp,4609271419,2022-01-12,848-46-7527,VIVIENDA_U,6 Bowman Plaza,21:13,12:20,13,58051,38562
_hnellepj,9630705176,2024-04-14,625-69-7138,P_NATURAL,8848 Oriole Avenue,22:41,3:40,14,24849,98197
_cfilippozzi1f,0797376666,2025-01-11,345-21-9964,APARTAMENTO,40409 Claremont Alley,5:55,14:25,15,78441,47482
_dbatramlf,4290126847,2025-03-18,747-87-5011,HOSTAL,58315 Sloan Street,16:53,8:09,27,66390,3664
_acurseyll,5604478091,2023-04-24,150-58-7420,VIVIENDA_U,2 Kensington Hill,19:44,4:09,2,84425,58019
_rcroxtonn6,1364134802,2020-01-17,712-15-9186,VECINOS,09 Almo Park,19:57,5:59,22,91476,47159
_jkinmannd,4769683855,2020-03-06,583-88-6976,HOTEL,52 Nova Center,13:59,9:51,6,84441,93729
_aalldred3s,1658869109,2024-02-02,292-46-8236,APARTAMENTO,70 Del Sol Way,9:38,8:00,29,15991,66662
_lgribbinsoc,3720857468,2022-06-16,884-01-4084,VECINOS,0252 Tennyson Place,12:30,13:11,30,22325,44183
_esipsonax,8889087803,2020-10-08,852-64-5611,HOTEL,26023 Walton Center,21:23,8:04,11,16657,65548
_pkeaveneyms,6543137509,2020-04-01,537-71-0579,P_NATURAL,58530 Elgar Street,12:36,8:55,12,97888,53150
_ghinze8p,4134369371,2024-11-26,849-22-3556,APARTAMENTO,4 Algoma Lane,8:18,17:48,13,67132,9427
_jmaplethorpe67,8288014933,2020-01-23,718-77-8492,HOSTAL,59 Menomonie Parkway,2:49,5:09,2,58310,27144
_lgebhardo,4940503798,2019-12-14,615-93-7483,VECINOS,582 Northport Drive,17:00,23:51,7,27062,53743
_ebranchf6,2021106454,2021-04-28,877-04-4974,P_NATURAL,1 Pankratz Drive,17:37,4:12,21,62718,89619
_fwheeldonr,0362609756,2020-12-11,492-57-8740,HOSTAL,262 Hovde Point,10:19,6:16,5,87909,94720
_gkingsbury1q,7436990209,2021-05-02,621-25-7962,HOSTAL,595 Westend Court,3:05,19:14,30,3931,5339
_pcook9k,8079340439,2021-09-18,518-06-6856,VECINOS,17 Namekagon Park,0:08,21:01,10,66389,56199
_ecorssenci,8274692276,2024-08-13,308-60-5508,APARTAMENTO,5 Claremont Point,5:02,4:33,2,25760,25602
_cmamwellfb,0226443019,2021-10-11,535-95-5424,VECINOS,85480 Grasskamp Parkway,20:22,21:30,24,95312,24824
_hcunniamdz,0760058385,2020-11-17,661-19-8643,VECINOS,3 Tennyson Place,20:17,18:03,30,43056,35043
_tcashfordc4,3833644869,2024-03-30,675-82-5858,HOTEL,1 Messerschmidt Pass,17:32,5:07,9,7318,64425
_ecarlisi6n,6325978323,2023-09-20,117-13-9532,HOTEL,9 Jana Court,4:00,7:24,19,59283,5200
_eanstisie,3351073259,2020-04-24,225-66-9782,APARTAMENTO,7956 Harper Crossing,0:47,16:56,3,3417,81915
_lguyi1,7175191685,2021-11-16,793-12-0035,VIVIENDA_U,0015 Shelley Street,4:34,20:02,1,70109,66011
_tbeckerlegmp,7753197355,2022-12-05,670-24-7301,VIVIENDA_U,7 Stone Corner Point,1:23,7:50,19,83647,10604
_mahrend1,4410001361,2022-09-13,186-95-7244,VIVIENDA_U,17 Surrey Way,6:08,16:05,7,79467,1559
_cvedenichevgs,4195797187,2023-02-01,228-85-2627,VIVIENDA_U,3098 Duke Road,8:29,0:40,26,1143,26563
_dgalegoq,8526180037,2023-05-22,734-06-6301,HOTEL,29 Northridge Point,14:03,12:03,25,78739,64013
_mavrahm1a,3883027472,2022-08-18,243-70-3632,P_NATURAL,91791 Golden Leaf Alley,22:35,16:22,27,14229,52029
_rcricha0,2629850099,2021-10-18,195-04-8208,APARTAMENTO,603 Johnson Center,17:27,1:53,15,14538,39672
_ecarlosdv,7573304102,2025-05-22,706-86-3120,VECINOS,51 Swallow Trail,19:54,5:36,10,2460,59394
_cericssonl,6625240338,2022-06-13,490-90-0649,VECINOS,4910 5th Park,0:25,5:58,21,76872,25138
_jkennettq3,0377149039,2024-11-22,496-45-6767,VIVIENDA_U,87 Old Shore Lane,21:30,10:08,7,14714,53599
_bbayleyjm,5555983824,2020-02-13,503-14-3132,VIVIENDA_U,7 Sutherland Trail,11:19,3:16,22,84333,76249
_acurseyll,6169351535,2022-09-09,142-99-3429,HOTEL,66 Nelson Point,7:57,11:07,13,83973,41030
_igookey3t,1074070062,2024-03-10,323-73-6332,APARTAMENTO,8 Corben Circle,14:56,14:57,30,36614,42493
_aspurrioran,0768275563,2021-05-20,671-30-2588,APARTAMENTO,39544 Havey Point,1:16,4:26,1,81651,5701
_jomullallyld,7595717795,2024-08-31,609-69-7179,VIVIENDA_U,645 Merchant Lane,17:57,13:01,1,34580,21179
_ysibthorpeoj,4245720174,2021-10-23,348-18-3780,APARTAMENTO,4374 Marquette Road,20:24,11:33,9,57011,85106
_jatwelc7,9032285564,2024-03-25,264-29-0822,P_NATURAL,5 Manufacturers Court,10:29,7:00,18,85343,77972
_acortesiy,9259835704,2022-08-24,881-15-0111,VIVIENDA_U,7986 Melby Parkway,15:34,19:17,1,71087,17087
_melveya,6741874488,2020-06-09,756-17-6435,VECINOS,83210 Hintze Center,10:32,20:42,2,73324,32596
_lrowaszkiewiczk5,5333065187,2024-04-02,461-14-6702,P_NATURAL,9 Oriole Pass,17:47,11:21,2,43802,8566
_kbroomhall2w,0728423022,2021-02-17,641-20-7450,APARTAMENTO,6 Karstens Park,0:41,5:52,20,69162,59139
_hpiggottd8,2028874929,2021-02-09,809-28-8936,HOTEL,1 Petterle Trail,15:18,18:00,26,24240,48499
_dwignall5j,8646625788,2020-05-17,268-06-7096,VECINOS,6 Dwight Circle,22:09,9:23,28,72753,70798
_ghinze8p,9449026998,2022-05-01,871-57-9592,HOSTAL,31032 Veith Road,22:24,22:22,13,8887,33220
_wlindupjk,7564620293,2021-04-25,792-02-3945,VECINOS,3007 Birchwood Crossing,13:21,12:12,15,36836,58774
_tbyrch5x,0026464926,2021-08-01,875-94-1248,APARTAMENTO,746 Kenwood Drive,16:40,20:20,9,57892,38390
_dblackallerpf,5435679060,2019-08-26,671-68-2405,VIVIENDA_U,9266 Bartillon Parkway,20:53,3:47,22,95945,69746
_tbeckerlegmp,6416047950,2025-03-29,103-93-1984,HOTEL,96 Monica Street,2:23,7:35,24,41387,60027
_kmeusmh,2396114417,2020-11-09,466-59-3459,HOSTAL,98 Darwin Center,18:53,19:23,13,74209,67104
_rhacquardid,9601015671,2020-10-24,692-44-4182,HOTEL,3 Kennedy Place,19:43,23:46,18,73689,20646
_mflacknell6i,3370072661,2021-06-13,475-77-6468,APARTAMENTO,6 Mitchell Terrace,6:31,2:06,3,18384,82681
_gbarrottpr,1455185132,2021-02-24,430-80-1287,VECINOS,5 Stuart Road,15:06,5:17,8,36120,14107
_ccarnieah,0728154293,2025-01-12,823-98-9440,P_NATURAL,48742 Packers Terrace,8:01,20:55,21,74178,52928
_cminiconq,2618297911,2024-11-02,636-03-5545,VIVIENDA_U,2508 Old Gate Plaza,3:05,1:59,26,35136,53203
_sperse7a,8622069125,2025-03-21,527-35-0883,HOSTAL,5496 Ohio Road,0:53,7:21,17,13293,93511
_gcaser19,7843274685,2020-08-02,844-08-8464,P_NATURAL,929 Lunder Terrace,18:44,5:57,11,9021,65565
_vmelsonoi,5066168680,2023-05-07,802-22-8805,APARTAMENTO,604 Morningstar Park,6:49,5:01,7,37770,46558
_calsopmj,4363784873,2020-05-10,802-48-7455,VECINOS,1 Stang Place,3:51,18:02,19,35627,72895
_glundyo5,5244852574,2024-07-23,281-21-2828,VECINOS,20843 Carpenter Point,16:21,6:16,18,31272,26196
_redgecombe8k,5616634255,2019-11-20,835-67-6389,VIVIENDA_U,3629 Lighthouse Bay Park,1:14,18:02,5,42551,79921
_astofflerq7,6131108390,2024-10-13,654-97-0268,P_NATURAL,52489 Debs Street,11:56,7:20,14,88307,40539
_jcastiblancoic,8235542552,2022-10-31,870-28-8900,APARTAMENTO,0 Scofield Junction,6:52,14:58,22,61315,97726
_primingtonk,4304112724,2021-09-11,129-31-0375,HOSTAL,6 Roxbury Parkway,5:50,16:37,10,88062,59344
_rrosierje,4900273422,2024-08-02,348-27-6145,HOTEL,50 Hooker Parkway,16:26,20:03,9,46725,11598
_fblissittlb,5150918261,2023-01-27,179-40-8535,VIVIENDA_U,39603 Melby Street,23:35,19:22,9,66643,21184
_lfettesn3,3048259376,2024-10-01,497-35-7852,HOSTAL,128 Burrows Drive,20:13,0:15,5,10311,47509
_ngoatmanr0,7652009049,2020-01-03,605-09-7329,P_NATURAL,56 Messerschmidt Drive,3:19,7:50,18,37991,46958
_glocockpa,0252190653,2020-04-30,454-55-0425,HOTEL,664 Glacier Hill Road,13:49,20:09,6,75858,54514
_nmcentegarthg,9900325044,2021-04-27,434-18-8398,HOTEL,51 Corry Alley,0:59,10:48,13,11456,24281
_dordidgemb,8977751047,2020-08-18,235-04-7673,VECINOS,0 Delladonna Alley,1:02,3:02,7,45632,43190
_btannrg,7478636144,2024-06-16,524-37-5849,APARTAMENTO,58 Namekagon Crossing,11:26,18:07,19,76965,16871
_rdownbg,4483902296,2019-12-08,101-64-2357,P_NATURAL,073 Declaration Center,9:43,3:02,25,72008,43787
_gcossemdc,0108446727,2024-08-26,310-19-2903,P_NATURAL,81 Utah Plaza,15:59,19:53,11,30628,9600
_pchandergm,6708691957,2019-06-11,579-55-8938,HOSTAL,1192 Gateway Crossing,1:28,13:44,30,63633,65577
_cnormadell2f,4241661300,2023-11-05,119-78-7225,APARTAMENTO,479 Moose Parkway,5:07,6:43,2,17136,27600
_jsyplusfz,4689210632,2021-03-23,262-16-1133,P_NATURAL,3 Columbus Alley,14:44,1:50,19,71419,10252
_lfettesn3,7623384139,2020-09-19,120-04-1615,HOTEL,8377 Jackson Terrace,13:39,6:58,11,7795,27109
_pabthorpeb0,3147985709,2025-01-09,159-88-2303,APARTAMENTO,8110 Raven Court,0:15,13:31,27,33858,31765
_patgern8,6073352050,2024-12-07,333-77-7583,VECINOS,6611 Stuart Place,20:54,19:27,20,30789,74494
_slabesak,0002647729,2021-07-04,217-63-6522,HOSTAL,5190 Washington Trail,2:29,4:37,24,36596,51362
_psineathjq,2944869493,2020-10-10,148-34-2054,HOSTAL,081 Cody Center,14:12,16:13,28,66105,61400
_sseaborne7c,7598528489,2023-10-09,646-34-4405,HOSTAL,3 Vernon Way,5:08,0:00,18,3127,94557
_wretchless2s,1971200042,2022-08-30,652-65-9812,VIVIENDA_U,444 Veith Terrace,8:02,17:30,17,80675,36881
_rchelleygj,3667676220,2025-03-16,702-88-1408,HOSTAL,65 Grim Way,5:51,21:50,23,20651,3490
_acortesiy,2183571888,2024-07-09,784-17-0329,VECINOS,05079 Cody Terrace,20:46,17:28,21,20949,86395
_jgraysmarklc,8568608361,2020-07-15,428-65-7922,HOTEL,8 Swallow Plaza,10:26,6:30,27,87979,6901
_lcaldicotao,5663649514,2021-01-14,381-76-8241,VECINOS,09 Di Loreto Street,7:36,3:33,10,17299,62705
_ktrinert,4740066068,2019-11-16,201-69-4119,P_NATURAL,9578 Elgar Circle,3:39,0:05,24,21997,81699
_kbroomhall2w,5152323397,2025-05-05,873-54-1846,HOTEL,70 Northwestern Park,11:27,12:56,6,45759,52624
_smapholmov,9155718124,2023-07-29,410-80-6863,VECINOS,82 Westport Alley,5:31,8:51,20,79060,27162
_kknevit7s,9704926871,2019-11-30,508-47-3110,VIVIENDA_U,5425 5th Crossing,11:25,2:39,6,19416,85045
_jcordellefv,8111603789,2021-12-21,499-87-0615,HOTEL,0 Dunning Center,9:02,5:59,26,11364,27588
_mfruchonf2,2051007446,2021-10-30,341-46-3283,HOSTAL,23 Ridgeview Street,23:02,12:31,29,44004,20243
_dburlesdx,8173692750,2020-02-09,246-17-7291,VECINOS,2273 Pierstorff Avenue,5:34,9:03,25,41945,22987
_pdallincf,1855383896,2024-07-02,246-24-8672,VECINOS,33764 Lunder Place,21:59,7:07,1,29279,39201
_spershouse4y,7099370960,2021-10-08,734-58-5797,VECINOS,14253 Forest Center,21:03,0:30,24,11757,31683
_nthiemeqk,0859642003,2022-07-23,183-95-3234,APARTAMENTO,30021 Pearson Alley,14:17,18:53,2,86227,20978
_jroswarnl1,2934738299,2022-04-26,579-99-2159,VIVIENDA_U,8 Ridgeway Plaza,21:19,1:40,10,35352,40433
_cbalfourgo,2668160111,2024-01-01,312-65-1046,VECINOS,2 Ilene Center,9:17,13:03,3,15113,96900
_bkewardcu,6940433767,2021-05-12,826-55-8734,APARTAMENTO,76023 Cascade Center,0:27,9:18,4,12363,17461
_aheliot3y,0946085218,2025-04-23,852-14-1844,APARTAMENTO,95122 Continental Avenue,0:13,1:07,8,17298,70742
_cvedenichevgs,0485762897,2021-05-20,654-26-9998,VECINOS,401 Warrior Hill,12:52,2:04,4,91117,1455
_rlongriggfo,4067488351,2021-12-19,860-76-4087,HOTEL,69828 Dixon Parkway,3:21,15:19,7,95505,51709
_efackneyrk,0547712693,2019-07-18,763-50-5887,VECINOS,2738 Vidon Junction,15:52,6:28,7,93596,31412
_oskeatsft,7091035038,2022-08-22,875-10-0980,VIVIENDA_U,169 Melrose Alley,0:00,10:03,8,64970,51919
_krussenpc,6982954161,2025-05-02,285-26-8904,VECINOS,0 Elmside Alley,10:40,14:41,15,75963,16286
_bburganp4,9877930250,2022-02-28,864-33-6207,P_NATURAL,344 Killdeer Point,2:50,4:19,4,3738,20324
_jsherland8,7969688330,2025-03-20,199-90-9365,P_NATURAL,77 Northport Terrace,1:40,11:02,27,92174,83949
_acastiellop0,5041571791,2022-07-31,475-28-3958,APARTAMENTO,881 Calypso Park,23:55,21:09,1,31468,81018
_cbalmforthav,5169519168,2024-11-15,169-54-2079,APARTAMENTO,3 Lillian Plaza,9:24,11:25,16,93459,51022
_moheagertiebh,5634025281,2020-07-16,831-72-0735,VECINOS,78 Delladonna Junction,12:56,19:08,17,87595,38692
_mflacknell6i,0759217017,2024-01-13,285-74-5955,APARTAMENTO,17 Derek Place,0:15,14:58,14,56174,48557
_jcullrford9d,6370471143,2022-08-20,410-64-9311,VIVIENDA_U,52 Warrior Lane,7:45,21:27,11,14529,53741
_hsteffanon,1706171919,2020-04-03,434-59-3447,APARTAMENTO,83 Scott Park,13:13,7:59,7,63185,49786
_slabesak,7435258504,2020-11-03,814-93-2148,VECINOS,42355 Corscot Parkway,13:26,20:45,30,95053,84349
_cvedenichevgs,0426219775,2022-01-28,828-80-7668,HOTEL,4901 Trailsway Avenue,17:54,11:51,7,15591,43956
_wteresiqs,6038415564,2024-04-13,432-34-6749,HOSTAL,4 Sullivan Plaza,1:17,0:33,13,7149,65816
_alockerhq,8294597201,2023-10-24,863-33-0436,P_NATURAL,53643 Springview Road,17:03,2:33,9,83112,10567
_cfishlym5,3415220788,2025-03-24,303-95-4905,APARTAMENTO,9483 Scofield Hill,18:21,18:52,2,10293,21447
_glissemore8g,0431476586,2022-04-10,650-48-1074,HOSTAL,3880 Bashford Hill,16:22,12:13,3,84639,96961
_meppsr4,7086681679,2023-05-30,443-99-0315,P_NATURAL,34 Debs Junction,7:03,18:42,6,12228,97463
_tcashfordc4,8903885686,2023-05-24,770-30-0579,VIVIENDA_U,0207 Hoffman Road,2:55,10:25,26,12551,41216
_rtoffanelli1r,1818646064,2024-07-31,514-06-1530,VECINOS,331 Oriole Point,2:00,10:44,22,7417,84282
_sasquithoe,7286823841,2024-01-31,473-96-6330,VIVIENDA_U,24438 Rowland Way,9:37,0:41,10,45637,43797
_apeegremgh,5286345395,2023-11-22,189-65-8038,HOTEL,4 John Wall Pass,6:52,9:15,24,74237,82051
_mclissellm9,7619524851,2023-08-25,889-86-5312,APARTAMENTO,15 Straubel Point,22:20,6:18,1,9268,36149
_dsilberde,7828800436,2025-01-10,125-12-6105,VIVIENDA_U,4541 Rockefeller Circle,14:55,22:31,16,29366,52870
_kcollumbell2r,3649892421,2023-11-13,497-86-8606,VECINOS,42 Merchant Drive,23:42,2:14,3,66812,92544
_aschachep,6097108656,2022-03-20,385-96-5843,HOTEL,703 Gale Point,23:42,14:14,17,14815,93189
_levershed6e,6522578077,2024-11-16,477-46-9810,VIVIENDA_U,996 Grover Junction,12:02,3:59,17,74980,32190
_zfotheringhamgq,2700488148,2022-07-26,227-76-1463,APARTAMENTO,59 Helena Pass,16:25,15:07,29,60388,21397
_cnormadell2f,2741208670,2024-06-14,199-94-9973,HOSTAL,26682 Acker Street,23:25,3:01,28,88812,69426
_tavramovskyhe,3425390228,2020-10-05,142-83-1728,HOSTAL,9 Di Loreto Point,22:10,16:30,1,72320,27846
_cgifkinsj0,9726515521,2020-09-28,266-24-1880,VIVIENDA_U,6 Fremont Street,3:45,20:36,23,63849,33289
_jgorstlj,8180728706,2020-04-24,646-37-5746,P_NATURAL,918 Declaration Trail,19:55,19:45,18,86797,434
_astofflerq7,4603968523,2025-01-14,560-85-6472,HOTEL,06701 Hoffman Road,7:34,0:13,15,80990,41340
_vcaretter1,5669357906,2022-09-15,236-15-0055,VIVIENDA_U,718 Morrow Junction,12:48,9:02,20,82317,71929
_heeleshj,7883498142,2023-12-01,297-94-9148,VIVIENDA_U,369 Center Hill,18:14,4:53,12,18406,28486
_wgayle6o,1759007447,2024-11-16,412-09-8317,P_NATURAL,89149 Northridge Center,17:28,22:29,19,49913,60620
_abedboroughf4,0855794437,2019-12-22,753-18-4559,VIVIENDA_U,376 Bartelt Center,9:10,6:45,1,69230,74320
_mavrahm1a,1897133367,2019-11-01,510-50-1508,HOTEL,982 Walton Center,22:57,1:32,6,10589,68650
_bhaigcy,6780959367,2023-11-30,198-35-0988,HOSTAL,36 West Trail,11:08,16:36,25,9767,53222
_tcashfordc4,7438932117,2024-03-04,247-25-7757,VECINOS,3 Warbler Center,0:16,10:09,26,64643,64064
_ccatonnetf7,3247739653,2024-01-29,304-09-7788,VECINOS,503 Elgar Court,20:12,22:36,1,95962,4411
_ljodkowskirb,0272594733,2020-09-04,812-22-1809,APARTAMENTO,739 Maywood Avenue,14:51,9:45,4,67325,39101
_lclimara2,6029562460,2019-09-05,594-34-8978,APARTAMENTO,854 Holmberg Parkway,7:52,5:50,1,41863,93685
_gmessumkp,0275128369,2022-05-03,406-02-1170,HOSTAL,2190 Mandrake Place,16:55,12:28,23,56006,12671
_wcockaymekr,6755520292,2023-09-02,325-29-2800,HOTEL,69927 Blackbird Circle,8:10,19:21,15,32568,95341
_fshambrookejy,0498685799,2023-08-25,851-45-5692,APARTAMENTO,118 Browning Plaza,19:47,20:35,11,28458,9470
_ppetyankin3q,1087261554,2019-09-06,409-68-3214,HOTEL,45026 Hovde Avenue,16:37,3:19,14,13495,93181
_jkarpfs,7802571359,2020-04-28,823-53-9053,P_NATURAL,366 Pepper Wood Terrace,11:59,15:57,12,24604,99589
_crheadh5,7676652936,2022-02-02,467-23-7556,APARTAMENTO,302 Meadow Ridge Point,18:20,23:07,10,9844,23228
_mcasolba,6875796724,2023-12-04,133-83-8350,VECINOS,487 Barby Junction,18:19,16:48,17,64344,1627
_ciskowerk0,0331418185,2023-01-19,180-81-6062,VIVIENDA_U,05 Cody Drive,16:37,0:10,29,25304,9974
_amcanejd,3406117635,2024-08-08,590-87-4079,P_NATURAL,1520 Welch Parkway,18:13,21:03,18,74908,38146
_ppizzeyd2,9643254992,2024-07-25,899-81-0655,HOSTAL,005 Helena Park,1:22,19:24,29,48559,43925
_rblakemore31,7773227233,2022-09-01,292-28-8189,HOSTAL,3 Basil Crossing,4:30,13:41,6,82439,16188
_kwilmanm7,1990423396,2020-11-18,591-57-3832,VECINOS,433 Mockingbird Road,15:12,9:49,2,68908,57988
_edrewitt21,9693952383,2019-08-29,895-22-5347,HOSTAL,05283 Kropf Lane,21:28,8:16,30,3721,975
_pabthorpeb0,1261455592,2022-07-26,425-30-6242,APARTAMENTO,87176 Buena Vista Circle,17:54,15:40,27,42987,97911
_geastabrookeo,1333701748,2020-04-18,336-03-5856,HOSTAL,926 Pankratz Circle,16:18,9:35,29,1601,98675
_jmechan9f,5992282149,2024-11-17,219-30-1455,APARTAMENTO,658 Basil Park,12:33,22:56,30,68116,98489
_sbroadberrie57,3461686727,2019-08-15,455-28-2852,VIVIENDA_U,38009 Melrose Trail,12:23,6:55,29,48540,51994
_kpayle2j,3608650466,2025-03-13,569-82-6415,HOTEL,7 Warner Hill,17:05,1:50,19,36864,16498
_clinehamma,5262097235,2019-10-08,133-26-6268,P_NATURAL,447 Scott Street,12:06,8:42,15,1362,69064
