id,numeroRNT,vencimientoRNT,registroSuperTur,categoria,direccion,horaApertura,horaCierre,tiempoMinimo,gananciaAnioActual,gananciaAnioCorrido
_-avonderempten2b,5567579217,2023-07-02,674-51-0480,VIVIENDA_U,14986 Lindbergh Hill,20:57,7:28,19,12620,83557
_-jlivockz,3534770366,2024-09-30,235-19-2074,P_NATURAL,16698 Green Ridge Hill,18:48,15:55,10,22103,58445
_-dtrusse3x,8031288569,2022-07-31,563-80-1713,HOTEL,86035 Morningstar Lane,6:46,6:29,20,97960,48291
_-mburrusj2,0498505898,2023-01-09,294-24-2667,VECINOS,7 Grasskamp Alley,5:15,8:00,13,55498,34147
_-sdennisonnm,6562936373,2023-11-04,842-50-5623,P_NATURAL,63 Straubel Trail,9:50,16:04,25,23031,20200
_-aforceram,0293321221,2023-04-30,165-66-5025,VIVIENDA_U,0347 Dawn Way,3:17,13:02,10,86065,646
_-sspackmandi,4151058915,2022-12-04,545-27-0348,P_NATURAL,1 Charing Cross Plaza,14:00,15:13,24,79246,35203
_-qtrattonby,9723845199,2021-04-26,182-44-8277,HOTEL,3 Bluestem Crossing,3:10,0:05,30,8773,74754
_-lkeunemann3f,4256150331,2021-10-22,405-66-1758,P_NATURAL,25842 Straubel Trail,1:50,2:17,3,82182,77282
_-dgaulebv,2206531380,2024-01-25,881-92-8947,P_NATURAL,65139 Loeprich Pass,11:08,4:45,26,43941,31984
_-afrankumk3,7344970538,2020-02-29,765-13-2252,VIVIENDA_U,3 Twin Pines Alley,5:10,21:15,1,40844,11528
_-thallyburtong2,8346189265,2019-09-28,502-65-9527,VIVIENDA_U,5485 Logan Plaza,18:54,2:45,12,86409,44961
_-fbraidck,1335039457,2019-07-16,545-54-1036,HOTEL,3506 Lyons Junction,9:00,7:06,30,54311,38344
_-eclamptonde,7157532689,2021-04-29,715-30-7575,HOTEL,09011 Florence Road,0:46,20:38,7,21173,56715
_-dmarran1e,9438669892,2024-09-11,714-54-6632,VECINOS,9 Lerdahl Court,22:09,7:32,24,49580,19489
_-dmedwayeh,5888853682,2022-11-14,728-42-0395,VECINOS,1515 Rutledge Pass,3:34,23:03,23,72169,1765
_-ecutbirthr5,3528792868,2020-08-15,449-04-4554,APARTAMENTO,17 Prairieview Place,10:32,0:06,30,5456,22259
_-kmacdonnell6s,5507118205,2024-03-18,450-29-1212,VECINOS,8153 Fairview Avenue,13:48,18:59,27,23071,18940
_-adurkin61,3187426727,2021-05-23,857-95-7087,VIVIENDA_U,6 Weeping Birch Avenue,4:12,11:06,7,90192,6382
_-twandrackd2,9686019898,2024-12-12,155-29-7429,HOTEL,40 Hanover Court,5:00,0:37,8,27312,12337
_-cquilliganre,9002150830,2021-01-10,844-37-7241,P_NATURAL,65369 Sutherland Junction,17:06,7:46,12,4246,1303
_-dkull24,6921008452,2020-07-03,827-42-1759,HOSTAL,48622 Lotheville Alley,21:30,5:43,16,8337,95074
_-jwolteringka,6783061612,2021-05-21,751-86-1830,VIVIENDA_U,9661 Northfield Parkway,7:48,20:48,14,51688,57622
_-rcoviljp,2786847028,2023-12-20,633-62-4728,HOSTAL,10424 Boyd Court,9:47,23:49,3,65641,98068
_-dplunkettms,3036315721,2021-08-21,820-60-1932,APARTAMENTO,4 Columbus Crossing,4:37,23:56,18,26583,2798
_-ecurwoodbo,5493944502,2024-06-21,531-18-7919,VECINOS,30376 Derek Road,5:06,16:01,15,70285,19382
_-lflawithjb,5902037409,2023-05-16,782-07-9119,HOTEL,1 Burning Wood Point,14:27,12:45,9,50706,6516
_-gkroingp,0558729010,2022-06-27,463-10-3731,HOSTAL,8402 Talmadge Terrace,22:09,13:31,1,76739,76160
_-tperetlt,3925947787,2020-12-29,516-46-3662,VIVIENDA_U,56 Vahlen Hill,3:48,1:17,14,81919,55940
_-lmugfordnf,9343364571,2021-03-12,110-24-4318,HOTEL,790 Bashford Center,6:16,0:10,13,40345,54819
_-gbamletij,7847592886,2019-06-25,260-55-8185,HOTEL,844 Hansons Trail,23:00,7:13,25,20752,68571
_-kaspinalldt,8064667259,2022-11-01,223-62-3817,APARTAMENTO,43 Colorado Trail,7:09,22:04,27,87086,49078
_-ohebdenc4,4998083287,2021-01-09,816-31-8841,HOTEL,83182 Welch Circle,20:45,22:59,11,44255,52902
_-eoddamw,3875739965,2019-06-09,539-24-5431,HOTEL,217 Westridge Lane,23:50,17:32,3,943,68032
_-dwimbushnq,4222246948,2019-08-18,198-28-1460,VIVIENDA_U,4 Merrick Hill,22:51,10:33,15,86946,65642
_-oalldis5d,8845977137,2022-01-17,891-21-3296,APARTAMENTO,61529 Shoshone Crossing,14:22,22:28,21,8272,90727
_-kcalbreath6l,9770238635,2020-06-27,131-60-4591,HOTEL,823 Hansons Parkway,8:15,13:46,6,6976,60211
_-ekernermann5g,4838024053,2019-08-22,649-10-2998,HOSTAL,93900 Village Hill,19:37,17:25,27,80764,88260
_-ffontenotem,8745172994,2021-07-14,456-08-0965,HOSTAL,1433 Debs Drive,18:21,22:26,3,38024,58022
_-lmugfordnf,5286322840,2023-11-18,774-79-7480,HOSTAL,9 Waxwing Crossing,12:22,22:29,10,10829,6893
_-astathora4,8070419741,2021-12-17,610-32-7130,VECINOS,8 Main Lane,10:50,19:58,23,5451,5178
_-mdanteros,5900328031,2021-01-14,193-06-9813,P_NATURAL,34 Hoffman Hill,21:26,22:01,25,88658,4365
_-lboyerah,6967916262,2023-09-20,866-90-1505,P_NATURAL,37950 Schlimgen Circle,14:23,12:47,30,17231,45298
_-meverard2g,2830532325,2024-03-06,558-90-8701,VECINOS,150 Roxbury Road,2:07,1:02,2,58216,89481
_-cissardbt,9190280164,2024-02-28,745-69-8193,VECINOS,027 Grim Circle,14:42,21:49,12,90919,22591
_-nzavatteroa9,5279688770,2022-07-27,542-48-4541,VECINOS,83882 Eastlawn Circle,21:21,4:54,19,16990,52344
_-fcoytesnp,9384768723,2019-12-19,749-54-3308,P_NATURAL,1 Independence Place,10:03,16:18,7,95394,3905
_-hcapellei0,6516781710,2023-04-07,180-71-6727,VECINOS,75 Elmside Pass,21:54,12:27,4,9514,68166
_-fkernaghannv,5220932640,2023-04-12,353-92-9548,VECINOS,3 Heffernan Center,0:26,23:10,4,67652,67676
_-nstrapp8n,3334267423,2020-08-18,796-87-3244,P_NATURAL,80 Lerdahl Road,0:03,22:25,18,36910,32140
_-amarlandgv,2367508755,2020-03-06,688-42-6439,HOSTAL,2071 Petterle Way,14:42,21:31,17,56500,80850
_-lstandfieldaz,9620480562,2023-01-02,123-38-9770,P_NATURAL,4902 Riverside Drive,22:11,17:14,15,66343,19849
_-bharnelldv,1732628084,2023-09-27,834-47-0590,VIVIENDA_U,7 Portage Lane,18:25,16:32,18,36057,50020
_-nrabbattsei,6935102723,2022-11-06,766-60-9338,HOTEL,151 Bellgrove Circle,16:12,4:21,25,34011,47884
_-rcoviljp,4020320977,2024-11-19,506-39-0993,VECINOS,0 Reindahl Drive,11:57,18:32,20,62201,27810
_-ganelayqt,5344857667,2019-12-26,154-24-5213,HOSTAL,9858 Haas Plaza,22:24,19:58,22,66427,5422
_-egillbeqc,2179356692,2020-03-24,105-86-0100,APARTAMENTO,6 Toban Lane,15:00,15:51,30,92217,93330
_-peleshenarg5,4341786075,2022-07-13,721-61-7622,VECINOS,455 Emmet Pass,23:32,19:28,13,66082,39962
_-clemingc8,5875995424,2024-05-25,442-60-1717,VECINOS,44358 East Point,8:43,17:28,18,63412,50140
_-oguthrum2j,7367885022,2020-01-30,104-63-6792,VECINOS,0 Stuart Avenue,7:44,23:54,19,63605,89430
_-jwinterbottompe,9154873096,2021-05-20,439-04-2141,HOSTAL,6 Thierer Junction,1:32,21:46,30,71098,53751
_-bthackston74,7112547636,2023-08-20,238-12-7584,VECINOS,83156 Kings Way,18:06,9:50,24,98827,57657
_-ztwycrossdd,7385703976,2022-09-25,187-80-8815,APARTAMENTO,95320 Gina Terrace,2:20,21:33,26,86487,17467
_-sullettf4,9038462123,2021-09-28,238-67-2660,P_NATURAL,5 Arizona Way,13:23,11:27,10,70632,86684
_-tgatfielddx,0480443211,2019-06-07,208-86-0686,HOSTAL,1 Amoth Circle,12:04,11:28,19,85055,15672
_-gtuttle6g,2983888363,2022-05-09,731-52-5492,P_NATURAL,317 Mcbride Plaza,1:53,16:46,25,13216,25991
_-wgoble5x,7377756756,2025-03-27,489-16-2236,P_NATURAL,48796 Cordelia Alley,18:06,4:34,14,44798,17308
_-rhunnableh3,6348792900,2023-04-25,261-41-1110,HOSTAL,590 Ramsey Trail,14:45,4:55,28,42166,39329
_-cjackesrr,3039180304,2024-08-02,431-33-9692,APARTAMENTO,25 Union Park,13:45,8:42,2,10083,73604
_-ghebblethwaitej8,4514834483,2024-01-06,170-26-9789,APARTAMENTO,071 Continental Crossing,0:30,19:07,9,72378,86586
_-ktwiddlef6,4058338954,2023-10-21,786-19-1661,P_NATURAL,91580 Badeau Plaza,3:06,18:11,14,35568,42055
_-awethersjn,8640129495,2024-05-27,573-43-8701,P_NATURAL,48213 Golf Alley,20:47,5:18,2,69077,13247
_-tsiehardo3,5107972985,2025-03-20,539-98-9930,APARTAMENTO,4 Kingsford Parkway,8:03,5:56,21,10997,31573
_-adurkin61,2200365780,2023-12-28,886-76-3204,HOTEL,965 Tennessee Plaza,15:12,22:48,30,286,8761
_-stimby8m,2299387056,2022-09-25,829-97-1641,VECINOS,5 Crownhardt Parkway,11:38,5:42,20,37065,738
_-chawkwood9f,5812848769,2024-05-31,809-20-0628,APARTAMENTO,32 Vernon Center,22:53,20:05,3,16857,38828
_-lfendt9r,2960813243,2025-03-09,422-41-7446,HOTEL,5102 Roth Plaza,6:15,8:53,22,20785,46927
_-blocheadn1,3382165317,2022-07-21,677-68-2057,APARTAMENTO,94 Monica Circle,20:14,23:21,23,49153,17606
_-blieber9d,9423989926,2025-05-07,780-94-8138,APARTAMENTO,9 Merchant Court,6:15,5:09,5,31322,45026
_-mkretschmerqx,7953469405,2020-08-05,645-82-7476,VIVIENDA_U,33 Donald Avenue,10:17,17:28,24,97511,72952
_-hglaviashf,7449465647,2019-08-17,228-06-6923,VIVIENDA_U,20966 Lakeland Drive,19:07,12:51,14,33151,39335
_-mpittkv,5294368269,2020-10-18,583-54-9349,VIVIENDA_U,951 Garrison Road,19:16,20:44,8,18945,44100
_-mivanchin1k,1223657604,2019-10-08,724-05-4218,VIVIENDA_U,290 Amoth Parkway,16:32,7:02,10,25315,78634
_-gkroingp,1549460560,2023-05-27,562-11-3309,HOSTAL,3 Brickson Park Place,18:40,8:01,8,2216,7653
_-leglinton13,3279756855,2019-09-28,321-43-8229,VIVIENDA_U,9225 Lakewood Gardens Terrace,0:01,6:33,7,4832,65494
_-smullallych,2413292004,2020-07-04,856-82-5055,P_NATURAL,834 David Drive,5:52,13:53,3,74407,93269
_-dtibaldls,8860695309,2021-08-30,882-70-7907,P_NATURAL,3 Mitchell Pass,15:43,1:09,2,73568,72958
_-orisen2i,1019102756,2020-04-10,374-52-1388,P_NATURAL,8 Atwood Way,14:08,6:55,12,80505,1719
_-dhannentfu,4051661210,2021-09-29,725-71-3600,VIVIENDA_U,432 Kedzie Lane,23:08,10:29,12,54198,17725
_-lranklingr4,3364823677,2019-10-21,445-62-1455,HOTEL,90 Dryden Place,10:37,2:03,30,74525,58750
_-cbockmann5s,6751562276,2022-10-30,409-98-9869,VIVIENDA_U,1743 Londonderry Lane,7:41,12:22,3,35464,56776
_-ncaswillj1,0704132605,2025-03-30,222-31-2948,VECINOS,631 Kinsman Hill,0:51,3:14,22,69822,83717
_-ddikleskc,4919310293,2021-04-24,450-20-3399,P_NATURAL,389 Sundown Drive,0:49,17:48,4,48408,55855
_-ureuvenja,3011269033,2020-01-04,747-78-5729,HOTEL,4 Hovde Avenue,17:44,12:38,7,18132,62778
_-tpaddockdo,3223922806,2019-08-22,603-86-0837,APARTAMENTO,502 Washington Way,7:10,10:47,30,99629,6208
_-apassieh9,7824603601,2021-02-20,652-94-5953,VECINOS,6 1st Junction,5:56,2:32,7,65392,16897
_-afeldhuhn1x,8795504435,2022-07-19,625-34-1839,VECINOS,53659 Dakota Circle,5:11,15:07,26,24064,84311
_-dleyband16,7605329601,2021-12-02,746-51-9600,HOTEL,4039 Maryland Court,7:36,7:19,7,18954,29548
_-chawkwood9f,0060757302,2023-09-30,259-43-4976,P_NATURAL,0131 Westport Avenue,9:44,3:15,10,5453,4841
_-dwestbergct,8045791225,2022-04-12,731-25-4960,HOTEL,755 Dovetail Circle,0:15,6:40,2,35741,13868
_-bspauntonqa,9460461077,2025-05-16,272-26-3790,P_NATURAL,9 Red Cloud Pass,19:11,13:56,15,49385,2297
_-uhullotd4,0560365748,2025-04-30,176-36-6125,VIVIENDA_U,1 Derek Pass,0:15,1:39,13,86151,22950
_-mjirkab1,1823963412,2020-07-28,755-05-5792,VECINOS,77 Pine View Park,22:10,22:10,13,90336,67534
_-rwittletoncj,4050713985,2021-09-30,163-54-3989,APARTAMENTO,712 Jenifer Point,22:42,11:44,26,41713,88190
_-jlivockz,5722961450,2019-08-16,501-05-2867,P_NATURAL,129 Vermont Crossing,20:15,4:37,26,33304,42280
_-jantonaccijw,9697803501,2020-08-07,823-04-5933,HOTEL,9184 Pawling Court,12:36,3:41,5,22317,65496
_-dtibaldls,3204186822,2021-07-13,442-95-8511,HOSTAL,7156 Wayridge Avenue,2:42,10:55,16,34120,34034
_-asidebotton39,1019347988,2022-11-06,489-31-5084,HOTEL,51276 Nova Trail,5:01,22:25,2,69479,44798
_-marnowitzk1,9413710619,2024-07-11,654-60-6069,HOTEL,919 Brown Court,1:51,5:11,17,18990,41849
_-nrealff79,2367809593,2024-11-11,753-88-5332,VECINOS,611 Hoepker Pass,4:34,2:41,23,13514,77819
_-cmorvillegh,2209785286,2024-08-23,685-39-9748,HOSTAL,91445 Kingsford Terrace,8:32,7:22,24,48130,26507
_-rjolin9n,9038979754,2022-05-11,789-96-1742,HOTEL,7 Moulton Road,10:46,10:49,26,1670,45942
_-kcastledinem1,3118285443,2021-01-10,286-56-3454,HOTEL,84 Prentice Place,13:28,11:49,3,43194,72799
_-lbrackleyd6,1743119828,2024-09-08,104-16-2771,HOSTAL,3324 Ridgeway Court,2:40,15:57,8,27993,86543
_-jeynaud88,2753362912,2024-07-15,816-65-4271,APARTAMENTO,7 Union Parkway,11:58,20:49,15,24280,93750
_-boculligancd,8829647039,2020-06-27,412-87-1144,APARTAMENTO,13561 Sauthoff Road,0:49,0:49,25,13481,48642
_-mradbourn7u,4427140378,2021-07-27,686-08-4780,VIVIENDA_U,9 Corben Pass,12:50,21:00,10,39227,39815
_-gbirkbya1,2792100052,2019-10-12,201-03-0950,P_NATURAL,28328 Lyons Lane,20:34,22:52,5,78714,28287
_-wmclevierc,5249191460,2023-08-16,658-90-6895,APARTAMENTO,36 Anniversary Court,11:55,10:05,13,63336,54517
_-tlardezaq,3405445035,2021-10-01,114-46-2846,APARTAMENTO,795 Pierstorff Circle,16:23,7:53,1,12652,2021
_-dastbury7v,7425298325,2025-05-10,433-81-9569,HOSTAL,9 Mifflin Point,0:32,8:40,15,50986,78637
_-zgearm7,7123619188,2024-10-26,194-31-5494,APARTAMENTO,2 Blue Bill Park Point,21:22,3:46,10,40591,22915
_-amcguckenmf,9699057262,2022-05-21,803-11-3868,HOTEL,20650 Cardinal Center,3:10,22:20,8,70857,81137
_-bkobpa5f,6847218096,2023-08-26,496-19-4494,APARTAMENTO,2065 Arkansas Junction,14:50,21:13,23,20216,53306
_-nstienton34,7003116294,2021-03-29,853-09-4880,HOSTAL,07668 Norway Maple Alley,6:56,17:31,13,71163,68806
