id,numeroRNT,vencimientoRNT,registroSuperTur,categoria,direccion,horaApertura,horaCierre,tiempoMinimo,gananciaAnioActual,gananciaAnioCorrido
_-sdevauxet,9254554901,2023-01-16,453-64-3947,HOTEL,2503 Ridge Oak Road,11:18,17:55,4,58709,43099
_-uphelipon,6096281354,2023-02-28,729-57-5474,HOSTAL,22380 Atwood Parkway,10:00,17:34,8,89002,7161
_-acancellieri5l,9033130610,2022-10-07,300-24-7363,VECINOS,66 Holy Cross Place,18:27,11:12,1,51049,26088
_-jvannerlq,8248492168,2024-05-29,279-22-0047,VIVIENDA_U,225 Logan Park,1:29,0:17,6,76890,53514
_-ksparksot,1502489376,2024-08-18,688-41-3284,VECINOS,9709 Springs Lane,5:58,8:14,21,30545,30230
_-twandrackd2,0001055194,2021-01-19,754-19-1721,APARTAMENTO,6 Charing Cross Crossing,16:20,14:16,28,80456,45514
_-tcosgriveor,0896849368,2022-05-04,650-39-9810,APARTAMENTO,809 Novick Trail,19:29,18:22,7,55858,17154
_-oguthrum2j,7580152711,2023-10-24,712-28-1828,P_NATURAL,94 Lakeland Pass,15:50,11:40,14,10099,83652
_-edoughtery6t,5382202400,2021-10-09,809-83-8145,HOSTAL,775 Anzinger Street,20:45,13:11,25,7223,54280
_-mdaltreypq,9292991108,2024-05-22,598-82-6574,VECINOS,994 Eastlawn Hill,10:40,13:54,24,82593,9766
_-cdunseathj5,8856246120,2023-03-18,605-62-5754,P_NATURAL,0 Elgar Street,11:45,4:15,19,16751,53434
_-cdunseathj5,3376290431,2022-07-27,262-01-6639,VIVIENDA_U,0073 High Crossing Center,6:32,20:29,27,76104,78642
_-lhenderlc,9981026166,2024-08-27,148-19-3635,APARTAMENTO,4509 4th Circle,1:32,20:51,25,60920,5320
_-mbiswell7n,6785909104,2019-06-23,869-08-6893,P_NATURAL,9 Florence Point,1:05,18:40,6,13801,16392
_-tscoyleser,0232818886,2022-04-13,343-38-9090,VECINOS,49422 Hanover Road,17:21,19:27,12,25229,65265
_-dastbury7v,9653958488,2023-07-02,619-58-9046,P_NATURAL,2 Jenifer Parkway,22:40,4:49,9,86577,4981
_-lcotesford8z,3182239376,2023-04-22,546-39-1477,APARTAMENTO,030 Forest Run Circle,18:03,17:12,2,82171,42081
_-jrishmanhm,6226632585,2024-01-15,555-50-7642,VECINOS,61 Bay Terrace,20:31,5:53,27,2437,5010
_-clabdenqq,4142626728,2022-10-11,266-08-3562,VECINOS,741 Schmedeman Court,7:06,18:42,9,99550,65939
_-lruddomeb,7244747896,2021-06-04,897-98-7359,P_NATURAL,0 Utah Court,7:51,13:48,20,13578,15206
_-sdexterb5,8380414438,2022-11-10,453-85-2411,VIVIENDA_U,1 Bobwhite Pass,21:04,19:56,4,51411,24856
_-nellings4y,3018216318,2021-07-17,389-64-6840,HOTEL,2754 Lukken Lane,7:57,0:22,13,75837,10273
_-twandrackd2,5974903153,2019-10-21,775-60-8209,VECINOS,84338 Jay Center,19:18,2:09,13,3115,7802
_-afeldhuhn1x,8376052357,2022-04-01,727-13-6787,HOSTAL,18116 Dawn Place,18:23,5:09,2,47831,59358
_-rgreevee1,1849383898,2023-02-16,148-38-0692,VIVIENDA_U,726 Marquette Avenue,8:55,6:13,9,34592,50672
_-gtuttle6g,9026685718,2020-04-21,763-41-9146,HOTEL,0 Transport Circle,0:14,3:12,12,73574,13359
_-sdennisonnm,8397868011,2024-04-12,451-12-7913,P_NATURAL,11186 8th Trail,12:34,9:45,23,45047,69645
_-sattewillq5,4583580940,2023-09-15,506-10-5477,VECINOS,95628 Village Green Plaza,21:13,12:52,24,9293,70077
_-ndanettn8,2711829898,2020-06-15,668-40-7926,HOSTAL,40 Montana Lane,19:40,3:15,26,25878,18780
_-mbarkleylu,3573583377,2021-11-03,309-95-3588,APARTAMENTO,316 Dahle Street,12:01,5:36,28,9891,67454
_-asquires8f,9872150354,2024-06-25,884-07-8643,VIVIENDA_U,1668 Redwing Lane,0:46,16:10,7,81046,32017
_-fburnsides1h,6537713439,2024-09-29,424-84-1911,VECINOS,095 Lerdahl Park,18:41,20:21,26,51692,45453
_-curridgeg6,6197419564,2023-06-03,621-16-1744,HOSTAL,5392 Packers Drive,13:39,22:20,18,54220,57608
_-nvyvyand,8320990343,2024-12-23,243-17-0579,HOSTAL,4212 Bowman Court,17:13,3:03,15,14550,45184
_-jrevelnk,4320950739,2024-06-05,165-13-2259,VIVIENDA_U,37666 Lerdahl Place,6:05,3:46,13,93402,33463
_-dowbrickks,8663383940,2024-03-30,505-23-4522,P_NATURAL,3424 Stang Avenue,7:57,0:59,26,40655,21182
_-jsainsburybrownnz,9663507934,2022-12-28,716-27-7216,VIVIENDA_U,755 David Pass,23:09,3:57,8,1047,85906
_-acancellieri5l,2379865299,2023-06-18,412-56-2866,VIVIENDA_U,5207 Old Gate Plaza,2:37,7:29,7,85118,70358
_-cmorvillegh,6149897001,2025-02-27,603-81-7708,P_NATURAL,94695 Waywood Lane,4:34,19:25,30,79723,63534
_-ymccaghanqg,6018483343,2021-06-19,216-76-6553,APARTAMENTO,6394 Vernon Place,13:32,11:20,24,5859,87345
_-tcajkler7e,9647534418,2021-11-03,341-46-4789,HOTEL,118 Summit Avenue,1:41,23:23,29,97242,76505
_-kmcwardqr,9614411848,2021-09-14,102-83-0586,VECINOS,37 Springview Alley,0:41,20:33,1,52059,97543
_-awatsamdk,7112545390,2023-04-11,835-21-4801,VIVIENDA_U,6533 7th Crossing,10:59,15:20,30,66185,20717
_-fmidgely7z,9633861713,2020-01-06,478-27-6562,HOSTAL,812 Valley Edge Plaza,2:00,5:52,20,61023,80051
_-epickerinlx,4513553464,2022-05-25,449-92-7742,APARTAMENTO,6992 International Way,4:02,18:20,27,59327,26880
_-hscotney8u,8147419201,2020-10-23,233-04-7727,VIVIENDA_U,1834 Ilene Court,1:57,1:04,13,5548,59589
_-bgilsthorpe99,7669439068,2021-06-03,444-89-3592,HOTEL,6931 Luster Trail,22:00,18:19,19,25859,76014
_-mburrusj2,7031984033,2020-06-19,520-36-5619,HOSTAL,3583 Main Alley,9:19,10:07,7,71563,59310
_-tburberry9k,8271266888,2023-05-09,819-17-8031,VECINOS,13 Dennis Point,15:24,16:30,2,28837,40498
_-wantonomoliii,0977516148,2019-07-06,626-77-5429,VIVIENDA_U,48 Glendale Way,3:59,15:48,1,93973,46522
_-emitkov4k,0876772467,2023-07-22,451-31-2789,VIVIENDA_U,325 Oneill Terrace,9:00,6:28,9,68027,9751
_-vdisdelbl,3656290458,2023-12-21,489-98-4642,P_NATURAL,342 Pierstorff Alley,4:26,13:13,4,81490,38333
