id,numeroRNT,vencimientoRNT,registroSuperTur,categoria,direccion,horaApertura,horaCierre,tiempoMinimo,gananciaAnioActual,gananciaAnioCorrido
-nfilleryon,8315001299,2025-01-09,196-56-1222,VIVIENDA_U,2416 Talisman Point,20:22,13:59,4,34039,63437
-asivellkv,0303577800,2019-10-18,858-86-2806,APARTAMENTO,2 Forest Run Court,19:42,13:11,15,60871,91353
-malisonjj,0015647722,2022-02-18,171-97-3138,HOSTAL,560 Stephen Plaza,17:53,6:01,6,80999,34353
-ndambrosionb,0477175031,2023-07-17,279-31-3051,HOTEL,07 Mesta Way,1:10,9:06,2,6444,70765
-hmcilmorowam,7111038568,2019-11-14,220-33-5758,APARTAMENTO,87 Grim Junction,10:14,22:01,21,34900,48314
-acarthybr,2811822607,2023-07-29,546-46-9397,HOTEL,137 Melvin Drive,5:08,15:57,29,83590,45592
-ainnotfo,8681033719,2020-07-09,744-42-6624,P_NATURAL,9 Valley Edge Drive,6:51,1:33,16,89953,62689
-ibuschkz,6437945931,2021-04-18,362-69-6024,HOSTAL,9839 Kipling Avenue,21:41,20:14,17,99094,59445
-acarthybr,5212178711,2021-08-10,407-08-1672,P_NATURAL,1 Reindahl Parkway,1:37,7:07,12,24788,31248
-cbonniern,6806963439,2021-11-04,757-97-5188,HOSTAL,6298 Maryland Lane,11:37,23:46,30,31383,26325
-umengueno,3427634574,2024-02-03,166-95-9957,HOSTAL,448 Marquette Junction,14:35,12:18,8,63172,68547
-pmatyashevkl,5357470588,2023-05-24,678-53-2206,HOTEL,05491 Washington Street,10:29,9:18,12,19957,33473
-rcanlandea,6641160505,2021-05-14,604-07-5847,APARTAMENTO,533 Little Fleur Street,21:14,1:58,7,90516,12740
-hmclelland7j,0262198770,2022-12-30,381-46-7337,P_NATURAL,51851 Longview Court,17:02,12:01,4,19028,25152
-ctaylder27,6100679310,2023-04-14,327-91-8897,VIVIENDA_U,9 Lawn Avenue,12:01,14:06,16,19127,77476
-lbrockwellq8,6024300506,2020-06-17,137-97-0017,VIVIENDA_U,860 Schurz Court,13:00,23:33,11,89546,54726
-tcurraghfg,2895546908,2023-03-19,650-06-2874,HOSTAL,1 Lindbergh Alley,1:10,1:57,17,42079,45790
-fbonaviaij,9767392467,2021-12-16,875-14-4962,VECINOS,52753 Shoshone Point,0:10,5:50,24,38327,532
-llomislt,9872766711,2024-04-29,680-04-3382,APARTAMENTO,596 Roth Plaza,0:42,7:03,16,56489,5469
-ljakubovics91,5731377723,2023-02-10,609-65-3457,APARTAMENTO,129 Blue Bill Park Park,14:32,20:35,21,9298,53292
-gwands1f,1350700355,2023-08-11,368-81-9179,VIVIENDA_U,2 Derek Park,2:12,21:14,13,84067,33300
-tmacquaker8m,1414487193,2019-12-13,424-16-0908,VECINOS,980 Comanche Plaza,17:57,8:42,19,43093,11751
-cevers77,2312843064,2023-11-18,596-37-0456,HOSTAL,4 Crescent Oaks Hill,0:45,2:24,21,91298,74959
-ndebankeh6,7479429738,2020-06-02,271-03-6240,HOSTAL,0860 Westend Park,21:34,4:08,9,94473,17594
-smathewsonpw,1709522712,2020-03-17,176-81-9025,HOSTAL,8958 Ridgeview Place,21:16,14:09,21,96236,14688
-egoddertsf57,3183210460,2019-06-08,190-27-3526,VIVIENDA_U,42951 Colorado Road,11:45,20:48,27,58923,23054
-bcarffap,2226447490,2025-04-09,286-82-6553,VIVIENDA_U,118 Atwood Park,6:08,0:20,20,46100,43637
-mstormouth5t,3267256828,2021-11-16,560-65-2914,VIVIENDA_U,4 Clove Junction,16:45,10:27,21,85170,13985
-ehightown96,4672074889,2025-04-09,800-04-9526,P_NATURAL,08 Clarendon Place,10:42,15:08,10,57653,93801
-mbabek1,2303742633,2020-01-14,392-81-6412,P_NATURAL,16 Macpherson Plaza,8:39,11:35,10,96495,32173
-abladenro,0481310940,2023-07-25,322-54-0939,HOTEL,0 Marcy Hill,15:56,23:34,17,11613,5996
-cblumere0,5145972598,2021-04-25,416-48-4665,VECINOS,9 Carioca Crossing,10:33,0:21,5,88589,96364
-hherleyqd,4509295391,2021-01-30,477-32-8554,HOSTAL,43462 Northland Court,2:23,23:18,23,98274,67574
-jcoalbranmq,4747087893,2020-02-23,400-23-1650,VECINOS,3351 Dayton Avenue,16:47,1:25,26,62828,68542
-ffarfolomeev25,1478379251,2020-11-06,762-08-3012,HOSTAL,396 Bartillon Road,13:58,13:49,8,7739,45692
-khayseyu,2688152947,2022-07-01,867-19-7834,P_NATURAL,026 Havey Trail,5:42,22:30,10,93849,94300
-ltraversm2,5001575648,2022-09-03,500-74-2040,VECINOS,7 Holmberg Circle,17:50,8:29,12,43958,80373
-ogorgl5n,5591046614,2019-12-29,838-43-0036,APARTAMENTO,784 Dexter Drive,4:27,1:12,8,66649,44373
-nbohmannt,0901636371,2019-06-13,846-49-2588,HOSTAL,25986 Union Crossing,16:13,10:50,4,37318,68100
-oweston3q,6516290679,2024-07-26,296-86-5900,APARTAMENTO,5464 Ramsey Alley,5:55,3:29,20,53968,39761
-asivellkv,8063014596,2024-05-14,693-85-6665,HOSTAL,98 Scoville Pass,2:11,14:08,3,24659,73079
-ealgate9f,1905991967,2021-01-05,758-49-5404,P_NATURAL,12 Dapin Crossing,7:36,10:05,21,5556,20339
-ssherondn,2006294342,2025-05-24,398-49-6227,APARTAMENTO,07 Rowland Crossing,18:30,15:01,11,25784,36961
-chatrick4w,4644225614,2023-04-13,222-68-9084,P_NATURAL,1 Buell Point,18:43,1:45,20,4860,40034
-ecapstaffqr,4613571782,2020-06-03,451-68-2113,P_NATURAL,4900 Kings Park,7:35,19:02,13,18265,54461
-sthoraldm6,5987132029,2020-04-26,876-11-9903,P_NATURAL,85108 Bay Alley,1:40,4:06,6,61498,44589
-vbernuzzi19,9216108991,2020-07-01,518-89-5825,APARTAMENTO,22719 Graedel Plaza,18:25,6:20,14,51235,63950
-gbrecknock4e,0564702226,2023-07-19,416-33-8223,VECINOS,2 Gale Trail,13:19,13:11,21,95977,65841
-tmacquaker8m,9496460526,2025-04-08,187-11-2453,P_NATURAL,430 Redwing Avenue,8:53,3:46,9,3858,32230
-gbrecknock4e,1031815546,2022-09-01,241-99-9046,VECINOS,15323 Spaight Terrace,9:20,16:57,29,44614,65329
-bwolstenholmelk,3284161333,2019-12-13,301-75-0605,HOTEL,19 Sycamore Court,6:36,0:12,11,38301,4951
-gpaschokm,4241388108,2021-09-03,194-60-0580,VIVIENDA_U,6199 David Junction,6:01,20:31,2,64911,89987
-betuckcz,2625714956,2024-12-15,884-86-7504,HOTEL,9 Sunbrook Lane,12:46,1:21,9,4371,52171
-otrenamb6,6271862101,2019-12-31,611-83-7628,HOSTAL,987 Fieldstone Circle,20:08,15:07,17,29458,64514
-ldeeksl8,2370102977,2024-07-29,812-77-4112,HOSTAL,30855 Dayton Pass,1:22,8:11,4,76118,57414
-sdearei7,2688057138,2020-08-02,750-55-5449,VECINOS,28907 Warner Trail,13:05,1:32,7,33945,65686
-ubrideau75,7569736818,2023-05-16,828-54-9179,APARTAMENTO,22 Luster Center,15:42,16:13,30,50797,63096
-gtaftgj,4172874452,2020-07-02,382-24-2298,VECINOS,1 Bobwhite Drive,5:05,6:47,1,4386,92172
-dbarefordin,4771221502,2022-03-15,298-14-6713,HOSTAL,6 Randy Point,17:04,22:15,4,88695,99746
-dkrol4c,9081722131,2020-10-12,819-39-8713,APARTAMENTO,4297 Kings Park,9:30,19:23,7,16512,89913
-laccombea,4148828136,2022-01-12,729-15-9411,HOTEL,656 Southridge Place,2:30,3:53,25,32643,3938
-gbrecknock4e,9832560756,2024-06-23,677-16-0268,APARTAMENTO,09330 Dwight Circle,22:56,5:05,9,57803,14480
-akeemerbl,3956841212,2023-03-16,515-81-7887,P_NATURAL,925 Bellgrove Court,18:24,22:12,8,34572,90089
-sklaffld,4982264821,2020-02-24,618-17-7029,VECINOS,203 Dennis Junction,18:40,0:39,4,10714,60253
-dbarefordin,8429824588,2023-06-01,768-76-4626,VIVIENDA_U,15 Sundown Street,9:19,9:44,14,68199,15985
-tpass7c,3505510769,2022-03-07,403-71-3730,P_NATURAL,4 Jenna Way,7:56,1:15,29,58965,54134
-qcrouch5h,2406389235,2020-08-16,416-19-7891,VIVIENDA_U,8548 Di Loreto Center,6:47,8:51,29,70861,58367
-raaronson3v,4663430961,2021-05-08,756-33-5344,VECINOS,37465 Sherman Circle,10:07,12:29,14,32616,71519
-egarawayfz,6302203686,2024-08-25,150-24-0199,HOSTAL,9 North Street,14:04,18:54,17,16237,18215
-cjackman5r,9320236291,2023-01-03,569-17-0548,HOTEL,347 Anzinger Center,17:48,9:33,10,12763,44213
-snoldag2,3316581731,2020-02-15,610-14-5449,HOTEL,23908 Muir Place,7:46,7:00,29,30466,84485
-jgubbin1w,1903875064,2019-11-19,409-85-6192,HOTEL,4318 School Alley,1:08,12:39,11,37215,37597
-rambrodidz,6490853426,2020-06-25,261-73-4099,P_NATURAL,59 Armistice Plaza,21:58,18:25,12,87132,36302
-cscudderp3,0224012622,2025-04-21,744-73-6490,VIVIENDA_U,1 Lawn Center,11:18,3:38,16,50365,29008
-rleatham92,7986238054,2025-01-30,111-22-3969,P_NATURAL,121 Algoma Avenue,10:33,2:24,8,63816,59184
-medessae,3353620109,2021-09-25,656-21-3846,VIVIENDA_U,050 Fisk Junction,2:25,7:14,9,35794,52374
-ajaycoxcq,6097560354,2023-01-30,107-68-2425,P_NATURAL,8 Prairieview Park,0:23,20:19,6,97387,72908
-lrydeardj1,8334592353,2023-09-09,628-12-3494,APARTAMENTO,84487 Riverside Plaza,0:41,4:02,22,2400,56799
-gopdenorth64,4783488606,2021-05-19,676-59-0990,HOTEL,73399 Merry Drive,14:45,18:14,16,64032,15887
-gdailey51,5668251284,2019-06-06,626-30-7485,VECINOS,8550 Nobel Pass,6:13,2:35,2,89350,58470
-mbanasikp1,3797820666,2022-03-06,749-52-1069,APARTAMENTO,7 Quincy Drive,6:51,16:24,26,86062,6541
-cocannonex,6896329327,2023-03-31,611-58-2565,P_NATURAL,1318 Schurz Trail,4:47,15:28,11,20607,8386
-sdearei7,7090200671,2022-05-11,680-14-0214,VECINOS,5152 Express Parkway,6:25,8:44,15,46011,31647
-adummiganfq,4215306620,2019-09-19,275-42-3981,HOTEL,88955 Aberg Park,15:41,23:05,28,85910,19263
-bcamfield8a,4572511462,2021-04-09,379-53-4310,HOTEL,9 Roxbury Center,23:13,20:46,5,66768,95172
-getchingham2q,9043522619,2020-12-16,578-77-8029,VECINOS,13138 Fair Oaks Junction,0:30,3:57,27,96848,30441
-ehobbingkp,7801651278,2023-07-25,786-57-9092,VIVIENDA_U,21 Dahle Point,18:54,17:31,20,12225,43341
-cgaskamp8j,3351050755,2020-02-25,753-55-8392,VIVIENDA_U,76337 Lighthouse Bay Parkway,6:34,5:47,7,22524,46924
-hgoalley5l,2054435902,2024-01-28,847-18-3664,APARTAMENTO,796 Cordelia Court,22:11,2:05,26,97865,64883
-alatimerjr,6339166121,2019-08-26,548-79-0177,HOSTAL,284 Kingsford Avenue,23:50,5:20,2,21036,46687
-otrenamb6,0349944598,2019-07-03,622-56-5196,HOTEL,8423 Messerschmidt Drive,18:23,22:22,7,93367,40301
-gpiken5q,4664382863,2020-09-14,340-76-7795,VIVIENDA_U,293 American Parkway,2:13,12:07,16,62290,62224
-aabramovicinl,9245340902,2021-12-09,643-86-1217,VIVIENDA_U,302 Towne Point,21:35,2:25,30,51171,79165
-dwhelptongr,7892141480,2024-06-09,461-59-7622,VECINOS,660 Maywood Plaza,13:24,21:19,2,13526,98753
-mrobertazzilf,9605401479,2024-05-17,219-19-0311,VECINOS,22929 Rockefeller Hill,7:14,21:07,7,89234,76461
-emaddockft,7989954052,2024-07-27,221-31-1635,APARTAMENTO,673 Stephen Alley,22:11,8:15,5,89557,91433
-llapworthie,0489813143,2023-09-13,590-79-9228,HOSTAL,8735 Luster Center,18:23,16:15,26,70279,79475
-egilfether2l,2695897146,2024-08-10,838-10-8552,HOSTAL,640 Springview Avenue,14:21,18:57,7,7368,92782
-abreinlpy,7906500997,2024-01-31,455-03-6526,APARTAMENTO,16 Bonner Center,15:38,5:49,6,69843,10700
-vrennox7h,0256869472,2024-07-14,835-49-9990,APARTAMENTO,52485 Havey Road,20:19,12:17,19,89289,15439
-twills9j,9844766311,2024-06-19,645-83-9198,VECINOS,644 Leroy Hill,19:43,5:13,20,87099,48914
-rdelapje,0233730249,2020-04-21,364-41-6684,APARTAMENTO,31956 Delladonna Center,12:25,11:57,18,27843,7630
-roates45,4469216364,2023-10-28,602-11-9947,VECINOS,8 Drewry Circle,23:03,1:01,4,69837,9995
-schesterman7a,3849513572,2022-11-19,164-56-4411,HOTEL,7528 Menomonie Avenue,7:47,6:14,9,45222,77156
-dkobushc,5687860541,2024-02-16,474-74-7651,HOTEL,30 Onsgard Park,7:28,12:25,1,71833,94479
-hivanchenkovhu,8443322055,2022-09-24,346-15-3425,P_NATURAL,0561 Sugar Alley,0:24,14:20,8,49126,93457
-ddunckley69,1199772801,2025-05-22,597-32-9116,HOSTAL,0 Hudson Avenue,3:03,1:31,28,29789,50817
-cbarbiee8,4016118492,2021-01-18,789-71-8848,P_NATURAL,85 Morningstar Street,7:48,23:42,30,92706,68429
-ecapstaffqr,3501128460,2025-04-06,726-34-9228,HOTEL,3 8th Crossing,7:44,23:04,14,63449,98861
-amilmoo3,0316076244,2025-03-21,452-16-6028,APARTAMENTO,77 American Ash Terrace,1:42,18:32,27,37995,48137
-dradenfy,1140611372,2022-04-24,657-56-7407,HOTEL,7 Paget Crossing,1:43,23:42,17,49738,90681
-rtordiffegf,8830449679,2022-06-12,335-47-6107,HOSTAL,74 Bobwhite Court,13:56,5:49,22,71204,32346
-vnormanton9k,8623436652,2024-06-29,544-18-1089,HOSTAL,03811 Kropf Center,14:42,19:07,14,13666,99635
-mdoggpz,1583947574,2024-09-06,645-57-2736,APARTAMENTO,9765 Fremont Avenue,23:14,7:13,1,25426,65902
-gdog1d,8543964644,2024-09-28,468-78-6340,APARTAMENTO,799 North Center,23:55,4:36,7,50725,73895
-minnocentc4,3601968614,2020-06-24,805-39-8889,HOTEL,90843 Center Road,1:51,17:51,16,72536,3037
-cblizardho,4048942786,2020-03-28,658-90-7415,P_NATURAL,7 Leroy Junction,11:36,19:38,19,58847,46121
-gdog1d,7737617051,2020-03-06,708-39-6913,HOSTAL,94977 Sutteridge Avenue,18:43,3:59,18,37018,25356
-lmichurinri,5349944088,2024-03-10,153-78-1458,VIVIENDA_U,60293 8th Trail,14:31,10:49,14,72013,98187
-cguerrafi,3495261109,2023-07-30,663-04-9973,VECINOS,11469 Texas Lane,1:45,6:23,2,24425,22944
-jfrillgm,0549773428,2023-04-19,700-70-3591,VIVIENDA_U,8431 Claremont Pass,12:37,4:47,16,42513,91369
-cgodarnn,7023788743,2024-12-29,758-20-6935,P_NATURAL,0 Di Loreto Way,20:45,8:23,4,82004,95229
-ghatcliffeph,7574599661,2024-03-21,695-02-1852,HOSTAL,713 Riverside Street,8:55,11:44,30,90045,69952
-bbywater94,7305686026,2024-11-05,735-30-7887,VIVIENDA_U,82 Melby Drive,11:51,17:45,7,63992,57613
-achavecd,0316397067,2020-09-25,488-53-5424,VECINOS,0407 Forest Dale Drive,15:52,4:41,3,21363,29069
-nmcphillimeyiq,0202216705,2023-09-20,258-67-4540,VIVIENDA_U,7102 Bartillon Road,11:28,5:52,5,82199,24557
-ochsteneyeb,2686719281,2019-06-02,741-63-2654,VECINOS,153 Bayside Circle,20:53,8:09,14,24740,76382
-ichaudretq5,0741545586,2022-04-19,860-17-8256,VECINOS,4013 Thierer Parkway,2:03,16:41,16,54731,38047
-jtorpieqc,8975264521,2019-07-16,826-56-7452,HOSTAL,6 Sunnyside Pass,11:25,0:20,13,74709,71468
-hthayev,1732867569,2025-02-07,629-89-8879,P_NATURAL,322 Northwestern Park,3:36,15:58,23,83583,35769
-sgoodlife89,1679197525,2020-03-25,696-02-7984,HOSTAL,9102 Golf Course Center,12:05,1:01,15,13079,5224
-vkepeb7,0321980255,2020-12-10,398-44-2689,VIVIENDA_U,4367 Thierer Park,11:43,20:25,13,43455,31989
-cwicken49,5841029061,2022-12-12,351-36-7653,P_NATURAL,703 Northport Plaza,4:08,4:56,16,77301,30843
-rellcockk8,8140641839,2021-03-07,639-07-8189,HOTEL,7644 Fair Oaks Avenue,19:33,14:10,25,49444,26464
-gworleyln,3486947834,2025-01-16,486-34-3622,HOTEL,80610 Hoffman Drive,1:30,16:39,16,18659,893
-pgorrick8r,2770806092,2020-07-25,340-48-9088,HOSTAL,25 Browning Place,16:36,4:48,26,13770,13707
-lkomorowskifs,8684880439,2022-11-28,882-11-0790,P_NATURAL,7835 Superior Plaza,21:59,9:48,10,50996,73158
-alugsdincv,5016876150,2024-08-27,122-29-4027,HOTEL,04 Mosinee Junction,6:27,4:36,10,79643,28482
-ckirgan32,5222637689,2024-07-14,718-29-4261,P_NATURAL,0 Northview Point,2:04,16:42,21,48702,77062
-mleadbeater48,0939061694,2023-06-10,709-43-9956,HOSTAL,52742 Eliot Avenue,0:43,7:03,8,92042,45165
-seblen4,7067791316,2024-05-10,174-67-1496,APARTAMENTO,12037 Warner Court,9:34,4:58,15,39073,16398
-gmacenellyla,1269401815,2022-01-14,614-73-0410,HOSTAL,7063 Browning Parkway,10:59,1:15,9,61820,32734
-twills9j,1706305877,2021-12-25,350-68-0730,P_NATURAL,5 Talisman Center,14:04,21:14,14,15874,39479
-amonroeki,2133766634,2024-04-22,677-36-7551,VIVIENDA_U,9 Northwestern Alley,0:51,12:23,8,18505,47967
-nwoganj8,7971540450,2021-08-01,856-81-7450,HOTEL,97 Nova Avenue,14:59,14:47,1,21815,27299
-wfarman29,6880347495,2021-09-04,336-64-8814,APARTAMENTO,41079 Killdeer Crossing,1:32,5:27,3,44737,52893
-vbernuzzi19,5931376828,2021-07-31,385-09-8479,APARTAMENTO,697 Schurz Lane,12:30,11:40,22,36053,72037
-rwinwrightnu,8453010927,2024-03-04,463-89-1802,P_NATURAL,78132 Orin Avenue,19:27,20:53,1,49031,36433
-dharnorq9,6667650593,2020-07-15,470-39-1428,VIVIENDA_U,80141 Judy Terrace,7:02,9:24,19,67215,55540
-drutherfoord4b,5533717285,2024-10-09,323-03-1560,HOSTAL,05 Jana Lane,8:33,8:45,8,85347,12964
-iharman8t,0877551537,2023-10-13,642-81-6856,VECINOS,66825 Butterfield Street,0:33,0:34,18,23078,68013
-wmcmeartyod,3545056120,2024-07-18,617-14-8577,VIVIENDA_U,6 Maple Wood Trail,15:36,7:22,1,89189,73103
-cmquhargjv,0476520460,2019-12-17,832-22-6742,HOSTAL,47641 Elmside Parkway,12:58,13:19,6,80945,89909
-pmonkman2z,7188156476,2024-02-07,333-35-9213,VECINOS,679 Scott Lane,0:28,20:35,21,65721,68881
-pwhittucki2,6899369710,2025-05-08,319-53-9789,VECINOS,72174 Holmberg Avenue,16:50,6:41,9,16247,81366
-apawelskinz,7910014201,2021-06-15,406-99-1204,HOSTAL,249 4th Center,16:09,0:49,22,60001,38818
-rjocelynma,8433000853,2021-07-03,260-41-9887,HOSTAL,36745 Brown Terrace,0:17,6:33,22,31767,11017
-mtrehearnerb,6005748718,2023-02-08,261-92-3230,HOTEL,5356 Meadow Vale Alley,23:29,14:41,26,21124,24373
-mdanielsohnhk,3622591161,2020-12-30,192-24-6313,HOTEL,9711 Mifflin Pass,19:04,15:00,4,89802,50169
-ablaske7i,1633414973,2019-11-18,481-97-1661,P_NATURAL,0148 Veith Circle,16:26,18:10,29,47478,93016
-cblizardho,8416926956,2024-09-02,881-79-1228,VIVIENDA_U,1 Eagle Crest Plaza,5:13,7:43,30,648,85782
-alembkebh,9449698155,2023-09-26,348-26-6859,VIVIENDA_U,8098 Buell Plaza,20:49,5:52,7,87227,19625
-eantonyj3,5637420777,2023-07-11,138-36-8713,APARTAMENTO,190 Mandrake Way,7:55,12:19,5,11754,43950
-daslettll,3149983096,2020-12-08,359-81-8479,VECINOS,60838 Emmet Way,16:23,6:31,25,43926,21431
-mrosenthalerrn,9751963850,2019-08-10,684-48-3699,VIVIENDA_U,9 Schlimgen Street,6:37,13:28,14,47995,60609
-gworleyln,3782815432,2022-08-27,554-89-4884,VECINOS,94 Coolidge Plaza,16:17,8:09,18,11283,55808
-adupeym4,0073801720,2021-12-07,658-62-7098,HOTEL,40866 North Trail,1:17,10:12,1,83409,91178
-hthayev,1589130383,2023-11-27,498-26-4925,P_NATURAL,4847 Manitowish Plaza,17:39,11:36,16,72550,84022
-lstrewthers4s,7283275169,2022-05-17,193-65-3933,P_NATURAL,20 Sugar Avenue,17:18,7:47,13,36498,67179
-dbenbow9d,1934227412,2025-04-26,758-71-2619,APARTAMENTO,2 Declaration Trail,23:50,14:43,11,50220,26871
-mlyttlelq,0198492871,2019-10-25,236-42-6364,HOTEL,5206 Paget Street,4:29,10:37,24,28979,53265
-cbonniern,1485881137,2024-06-06,410-04-8895,P_NATURAL,59861 Heath Way,5:22,15:28,29,78551,72999
-bcrookall2a,9697762872,2023-02-24,828-06-7205,HOTEL,48838 Heffernan Junction,12:33,17:45,27,49219,3546
-cdewickepk,7136914582,2023-06-23,366-65-4980,VECINOS,4657 Delaware Place,17:15,3:06,4,96345,30799
-bmusicka22,4350366431,2024-06-21,249-42-5903,VIVIENDA_U,2 International Way,19:50,5:26,21,78977,70856
-emaddockft,3881181091,2021-02-21,339-80-4856,HOTEL,075 Washington Road,23:35,13:06,4,64274,96393
-ghoys4h,2138555585,2022-03-18,365-73-8734,VIVIENDA_U,59 Moose Way,15:19,0:37,25,90873,18575
-sduncombefh,5129233174,2024-10-20,279-25-4055,VIVIENDA_U,29 Hansons Way,22:20,18:24,2,31508,57891
-oeminsond,8230606293,2023-04-17,185-37-6801,P_NATURAL,337 Alpine Circle,12:45,8:43,26,88169,27484
-fwadlycc,1385244844,2022-11-30,167-50-6954,HOSTAL,78299 Hanover Lane,23:53,18:41,25,35789,33436
-rbeddardal,8180256774,2022-09-15,555-69-5697,VIVIENDA_U,9 Commercial Terrace,18:38,5:14,27,41794,20127
-gkendredpb,8182718422,2024-05-15,891-99-5432,P_NATURAL,5877 Dexter Lane,12:02,22:24,4,5104,6239
-cpicothp,4107911853,2022-02-14,287-01-8766,APARTAMENTO,4544 Golf View Way,16:54,6:46,1,76102,77793
-ccorried6,3162811074,2025-02-20,668-39-4742,APARTAMENTO,858 Merchant Lane,6:51,23:07,18,28409,45778
-mailmer3a,0521042712,2021-10-15,256-52-2460,VIVIENDA_U,9 Corry Pass,19:28,18:15,6,21360,56904
-ntolemacherr,7546857562,2020-09-16,484-28-3553,APARTAMENTO,0366 Upham Crossing,18:14,14:53,29,71384,28856
-jmortelle2,4242313314,2021-04-28,387-52-8589,HOTEL,4 Hanson Plaza,17:18,18:47,28,78817,70168
-osydenhamb8,1919822410,2021-07-08,246-16-9408,VECINOS,650 Lien Hill,6:14,3:28,15,76854,41903
-gdog1d,4828642382,2023-01-22,872-76-8037,APARTAMENTO,2 Blackbird Place,3:59,21:29,28,74362,16994
-fteape9x,1336744553,2022-05-20,149-02-2556,HOTEL,27917 Arkansas Plaza,4:02,11:44,5,57676,29540
-ldurnelldl,3590777788,2020-05-19,243-58-9852,HOSTAL,75297 Rieder Avenue,6:35,2:59,18,47164,46993
-ltomlinsonkc,4044165432,2023-10-26,818-29-8834,HOSTAL,51378 Mockingbird Plaza,1:00,1:49,8,85325,56725
-lpashbeepc,5094651560,2020-11-15,448-03-9730,P_NATURAL,3 Meadow Valley Road,16:56,12:47,23,4030,82267
-dmcalinden20,0610419587,2024-08-27,567-71-0210,HOSTAL,2 Erie Drive,13:40,7:46,6,67368,62322
-srumble5d,8180094308,2021-02-01,189-76-6956,HOSTAL,58 Gateway Drive,1:37,9:18,12,55280,35369
-rfilonng,2215922273,2023-06-26,744-10-6848,VECINOS,37169 Randy Street,6:51,13:34,4,24205,36264
-bprior80,1441452680,2021-08-17,648-67-9837,VIVIENDA_U,229 Red Cloud Lane,8:41,19:33,25,34001,63025
-betuckcz,6793959727,2025-03-19,777-25-7662,APARTAMENTO,24 Becker Point,23:04,10:42,25,26104,56433
-sbrakewellpj,8540470853,2019-08-24,409-12-5581,VECINOS,30 Hauk Place,9:13,2:24,13,27883,22789
-rcanlandea,9369352538,2019-08-27,142-63-7270,HOSTAL,88 Hoard Street,6:42,4:42,21,55851,73606
-lmunneryj2,1633224783,2025-05-10,798-82-2402,VIVIENDA_U,0321 Vernon Drive,20:28,5:00,21,17063,14905
-mfedynski8n,6572285391,2023-12-17,218-79-8440,HOTEL,13 Roth Alley,7:01,9:10,23,53078,48595
-rlashamqb,6775251890,2021-04-15,354-37-6262,VIVIENDA_U,170 Namekagon Trail,7:59,20:52,17,87650,1489
-cjackman5r,0553438298,2023-09-29,503-45-0247,HOTEL,21 Larry Pass,16:41,15:25,28,25369,76983
-vcornwalll6,6541199302,2025-05-19,858-56-9014,VECINOS,75958 Burning Wood Road,3:45,0:11,11,5599,5891
-ispoltonba,3630094120,2022-07-28,765-80-7280,APARTAMENTO,8283 Alpine Lane,19:30,17:37,5,78987,99181
-pcaillouak,9639545503,2024-12-14,893-05-4645,APARTAMENTO,106 Sage Circle,23:39,0:47,11,67742,9480
-cjurewiczoh,6922549546,2022-02-15,348-91-9124,APARTAMENTO,8 Commercial Parkway,17:47,9:30,20,53065,19704
-whorsburghkk,7808344885,2021-03-16,597-97-8707,HOSTAL,31592 Kenwood Street,15:12,0:56,25,25712,97915
